date,headline,sentiment,stock_open,stock_close,stock_high,stock_low,stock_volume
2022-11-14,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,290.0,299.2699890136719,311.0,288.19000244140625,17978200
2022-11-14,'One Piece' Season 2 gets premiere date on Netflix,neutral,290.0,299.2699890136719,311.0,288.19000244140625,17978200
2022-11-14,'One Piece' Season 2 gets premiere date on Netflix,neutral,290.0,299.2699890136719,311.0,288.19000244140625,17978200
2022-11-14,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,290.0,299.2699890136719,311.0,288.19000244140625,17978200
2022-11-14,Netflix’s “One Piece” Returning For Second Season In March,neutral,290.0,299.2699890136719,311.0,288.19000244140625,17978200
2022-11-15,5 Movies to Watch Before They Leave Netflix,negative,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900
2022-11-15,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900
2022-11-15,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900
2022-11-15,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900
2022-11-15,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900
2022-11-15,'One Piece' Season 2 gets premiere date on Netflix,neutral,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900
2022-11-15,'One Piece' Season 2 gets premiere date on Netflix,neutral,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900
2022-11-15,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900
2022-11-15,Netflix’s “One Piece” Returning For Second Season In March,neutral,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900
2022-11-15,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900
2022-11-16,5 Movies to Watch Before They Leave Netflix,negative,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600
2022-11-16,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600
2022-11-16,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600
2022-11-16,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600
2022-11-16,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600
2022-11-16,'One Piece' Season 2 gets premiere date on Netflix,neutral,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600
2022-11-16,'One Piece' Season 2 gets premiere date on Netflix,neutral,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600
2022-11-16,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600
2022-11-16,Netflix’s “One Piece” Returning For Second Season In March,neutral,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600
2022-11-16,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600
2022-11-17,5 Movies to Watch Before They Leave Netflix,negative,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200
2022-11-17,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200
2022-11-17,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200
2022-11-17,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200
2022-11-17,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200
2022-11-17,'One Piece' Season 2 gets premiere date on Netflix,neutral,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200
2022-11-17,'One Piece' Season 2 gets premiere date on Netflix,neutral,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200
2022-11-17,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200
2022-11-17,Netflix’s “One Piece” Returning For Second Season In March,neutral,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200
2022-11-17,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200
2022-11-18,Netflix asks Who Killed the Montreal Expos? in new doc,negative,297.3299865722656,287.9800109863281,298.0,287.0,8400100
2022-11-18,5 Movies to Watch Before They Leave Netflix,negative,297.3299865722656,287.9800109863281,298.0,287.0,8400100
2022-11-18,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,297.3299865722656,287.9800109863281,298.0,287.0,8400100
2022-11-18,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,297.3299865722656,287.9800109863281,298.0,287.0,8400100
2022-11-18,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,297.3299865722656,287.9800109863281,298.0,287.0,8400100
2022-11-18,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,297.3299865722656,287.9800109863281,298.0,287.0,8400100
2022-11-18,'One Piece' Season 2 gets premiere date on Netflix,neutral,297.3299865722656,287.9800109863281,298.0,287.0,8400100
2022-11-18,'One Piece' Season 2 gets premiere date on Netflix,neutral,297.3299865722656,287.9800109863281,298.0,287.0,8400100
2022-11-18,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,297.3299865722656,287.9800109863281,298.0,287.0,8400100
2022-11-18,Netflix’s “One Piece” Returning For Second Season In March,neutral,297.3299865722656,287.9800109863281,298.0,287.0,8400100
2022-11-21,5 Movies to Watch Before They Leave Netflix,negative,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500
2022-11-21,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500
2022-11-21,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500
2022-11-21,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500
2022-11-21,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500
2022-11-21,'One Piece' Season 2 gets premiere date on Netflix,neutral,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500
2022-11-21,'One Piece' Season 2 gets premiere date on Netflix,neutral,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500
2022-11-21,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500
2022-11-21,Netflix’s “One Piece” Returning For Second Season In March,neutral,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500
2022-11-21,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500
2022-11-22,5 Movies to Watch Before They Leave Netflix,negative,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100
2022-11-22,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100
2022-11-22,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100
2022-11-22,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100
2022-11-22,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100
2022-11-22,'One Piece' Season 2 gets premiere date on Netflix,neutral,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100
2022-11-22,'One Piece' Season 2 gets premiere date on Netflix,neutral,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100
2022-11-22,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100
2022-11-22,Netflix’s “One Piece” Returning For Second Season In March,neutral,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100
2022-11-22,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100
2022-11-23,5 Movies to Watch Before They Leave Netflix,negative,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000
2022-11-23,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000
2022-11-23,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000
2022-11-23,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000
2022-11-23,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000
2022-11-23,'One Piece' Season 2 gets premiere date on Netflix,neutral,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000
2022-11-23,'One Piece' Season 2 gets premiere date on Netflix,neutral,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000
2022-11-23,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000
2022-11-23,Netflix’s “One Piece” Returning For Second Season In March,neutral,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000
2022-11-23,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000
2022-11-25,5 Movies to Watch Before They Leave Netflix,negative,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000
2022-11-25,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000
2022-11-25,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000
2022-11-25,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000
2022-11-25,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000
2022-11-25,'One Piece' Season 2 gets premiere date on Netflix,neutral,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000
2022-11-25,'One Piece' Season 2 gets premiere date on Netflix,neutral,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000
2022-11-25,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000
